Country,Year,Exchange_Rate,Population,Currency,GNI_pc,Agriculture_Hunting_Forestry_Fishing,Inventory_Changes,Construction,Exports,Consumption,Gov_Consumption,GCF,GFCF,HH_Consumption,Imports,Manufacturing,Other_Activities,Total_Value_Added,Transport_Storage_Communication,Wholesale_RetailTrade_Restaurants_Hotels,GNI,GDP,Continent,Mining_Utilities,GDP_pc,GDP_growth,SNE,IAC,TCC,Exp/GDP,IDH,Unemployment
Afghanistan,2021,82.52610753,40099462,Afghani,377,5002252164.0,,300111089.0,1803587091.0,17114916718.0,3250843273.0,1921133260.0,1921133260.0,13864073445.0,5900628595.0,1353586197.0,3913886381.0,14278498694.0,1471191459.0,1562325057.0,15114672599.0,14939009447.0,Asia,675146346.0,372.54887477043957,-25.836857468255246,-4097041504.0,51.57112801442892,30.56601617882374,12.073003216168326,0.473,12.075
Albania,1970,5.0,2324731,Lek,975,864793402.0,57793232.0,239349639.0,508501251.0,1518291365.0,205730582.0,824850020.0,767056789.0,1312560783.0,504595820.0,394647786.0,188952171.0,2345798397.0,45739633.0,212298036.0,2267359895.0,2265577056.0,Europe,400017729.0,974.5544994238043,,3905431.0,44.716954928413614,100.77397212684005,22.444668110198236,,
Albania,1971,5.0,2389812,Lek,976,889758995.0,59074883.0,246266478.0,523137162.0,1561968405.0,211681441.0,848318607.0,789243724.0,1350286963.0,519031885.0,406050295.0,194253684.0,2413182393.0,47022973.0,218254570.0,2332419015.0,2330584860.0,Europe,411575399.0,975.2168204026091,2.869370689813344,4105277.0,44.717060720972846,100.79094890287905,22.446604325748513,,
Albania,1972,5.0,2455171,Lek,977,915350702.0,60818843.0,253312262.0,538480502.0,1606908267.0,217744245.0,872343965.0,811525122.0,1389164022.0,533991647.0,417663130.0,199867591.0,2482483855.0,48381941.0,224562082.0,2399402905.0,2397526448.0,Europe,423346147.0,976.5211661428064,2.8723085414705807,4488855.0,44.732442884817765,100.84062269985283,22.45983573817076,,
Albania,1973,5.0,2520436,Lek,979,941147592.0,63668482.0,260505787.0,553185620.0,1652656555.0,223896669.0,898790644.0,835122162.0,1428759886.0,549392880.0,429539992.0,205932186.0,2553736359.0,49849969.0,231376034.0,2468449903.0,2466543461.0,Europe,435384799.0,978.6177712903641,2.878675772589423,3792740.0,44.70136113283755,100.6903511381509,22.42756427148964,,
Albania,1974,5.0,2585452,Lek,982,969063811.0,63077388.0,268239525.0,569621270.0,1700683918.0,230586803.0,922806967.0,859729579.0,1470097115.0,564865686.0,442272785.0,211067032.0,2627172195.0,51092986.0,237145264.0,2539022289.0,2537015817.0,Europe,448290792.0,981.2658742069085,2.8571301140353222,4755584.0,44.717378125829796,100.84189642208148,22.452413035152947,,
Albania,1975,5.0,2650122,Lek,986,996627620.0,66365511.0,275682329.0,587262561.0,1749635603.0,236994563.0,948579365.0,882213855.0,1512641040.0,581508042.0,454532595.0,217701614.0,2702559685.0,52699055.0,244599520.0,2612201506.0,2610110369.0,Europe,460716952.0,984.9019664000374,2.8811232279361,5754519.0,44.778589322557494,100.9895854544347,22.49952982735344,,
Albania,1976,5.0,2713560,Lek,991,1022980841.0,72916268.0,283335184.0,599747151.0,1797864494.0,243416374.0,983026379.0,910110111.0,1554448120.0,598313395.0,467235377.0,225249517.0,2780000928.0,54526020.0,253080274.0,2687860264.0,2685745678.0,Europe,473593716.0,989.7498776514984,2.897782020956363,1433756.0,44.60811594388052,100.23963294353455,22.33074992590568,,
Albania,1977,5.0,2774795,Lek,996,1057872940.0,60771768.0,292843798.0,621912220.0,1853301729.0,251878343.0,998756168.0,937984400.0,1601423386.0,613947755.0,482777882.0,227235455.0,2860395091.0,55006962.0,255311203.0,2762847360.0,2760746397.0,Europe,489346851.0,994.9370663418379,2.7925473217498054,7964465.0,44.76542924561861,101.29725451964558,22.526959400392908,,
Albania,1978,5.0,2833314,Lek,1004,1084112844.0,77073456.0,299271168.0,643516286.0,1905109255.0,257304794.0,1030292284.0,953218828.0,1647804462.0,634434147.0,493385987.0,238873997.0,2941953465.0,57824371.0,268387646.0,2844334321.0,2842275926.0,Europe,500097452.0,1003.1630542890763,2.953169805404632,9082139.0,44.96222274937567,101.43153376011458,22.640880152182664,,
Albania,1979,6.167123288,2888763,Lek,822,896897900.0,76669259.0,249378663.0,517741716.0,1581494846.0,213827206.0,886743469.0,810074210.0,1367667641.0,528366688.0,411464971.0,202245990.0,2453247358.0,48957156.0,227235273.0,2374394861.0,2372305641.0,Europe,417067405.0,821.2185080603705,-16.53499861505001,-10624972.0,44.096695886076176,97.98909124263338,21.824410272099502,,
Albania,1980,7.0,2941651,Lek,729,835437843.0,14142857.0,230908941.0,495098223.0,1450000000.0,199285714.0,747571429.0,733428571.0,1250714286.0,473812509.0,380354207.0,166275409.0,2225573162.0,40250836.0,186818422.0,2143663211.0,2141837051.0,Europe,385527503.0,728.1071245365273,-9.714961934788914,21285714.0,45.23736908686057,104.49243394711641,23.115587750657507,,
Albania,1981,7.0,2992389,Lek,741,833341568.0,94000000.0,228080357.0,509174644.0,1478142857.0,195857143.0,807857143.0,713857143.0,1282285714.0,500031787.0,376047385.0,197719081.0,2286356598.0,47862121.0,222147718.0,2217065873.0,2215474766.0,Europe,381158368.0,740.3699071210327,3.4380633655403114,9142857.0,45.552603283408374,101.8284551577918,22.982642448205613,,
Albania,1982,7.0,3041179,Lek,750,839214356.0,109285714.0,238543430.0,441832335.0,1495428571.0,202857143.0,929714286.0,820428571.0,1292571429.0,504546621.0,394549214.0,202688856.0,2351731170.0,49062506.0,227736104.0,2281860173.0,2280424885.0,Europe,399936705.0,749.848951673019,2.931656906987312,-62714286.0,41.50011527347458,87.57017024993613,19.375000593365304,,
Albania,1983,7.0,3087911,Lek,747,912584019.0,15714286.0,240076335.0,419501686.0,1569428571.0,209571429.0,851857143.0,836142857.0,1359857143.0,452501686.0,393467139.0,189004265.0,2392038998.0,45756103.0,212349548.0,2306629795.0,2305384485.0,Europe,398801588.0,746.5838507003602,1.0945153319531498,-33000000.0,37.82463956332213,92.70720949313767,18.19660402546693,,
Albania,1984,7.0,3131726,Lek,728,874483025.0,-123428571.0,239213923.0,396275855.0,1626571429.0,221857143.0,747857143.0,871285714.0,1404714286.0,413132998.0,395515949.0,189062501.0,2357344601.0,45765498.0,212423943.0,2279520873.0,2275736342.0,Europe,400879761.0,726.6715996227001,-1.2860389749695056,-16857143.0,35.56689929592907,95.91968129352863,17.413082864060534,,
Albania,1985,7.0,3171725,Lek,733,933658742.0,11142857.0,238587136.0,377381357.0,1635571429.0,224000000.0,810285714.0,799142857.0,1411571429.0,415238500.0,398412055.0,186354678.0,2415437990.0,45101359.0,209396078.0,2326070204.0,2324414456.0,Europe,403927943.0,732.8549782846874,2.139004993751592,-37857143.0,34.09976456453427,90.8830363754806,16.235545086456817,,
Albania,1986,7.0,3207128,Lek,747,946140415.0,,260210442.0,360941472.0,1708142857.0,230285714.0,779428571.0,779428571.0,1477857143.0,365227187.0,415027346.0,189580517.0,2490368765.0,45913859.0,212964193.0,2397197157.0,2397086883.0,Europe,420531993.0,747.4247622795224,3.1264831799858728,-4285715.0,30.293798032517955,98.82656189009282,15.057504780480665,,
Albania,1987,7.0,3237676,Lek,735,916600515.0,-97857143.0,254914828.0,367818673.0,1778285714.0,237571429.0,688142857.0,786000000.0,1540714286.0,370532959.0,432850606.0,181171357.0,2471688521.0,43841801.0,203583511.0,2378635906.0,2378194810.0,Europe,438725904.0,734.5376158701488,-0.7881263350937084,-2714286.0,31.046726235181715,99.26746435530988,15.46629701878796,,
